year,state,welfare,employed,earnings,white,woman,reform,avg_benefit
1993,"tennessee",0,0,0,1,0,0,549.0625
1995,"tennessee",0,0,0,1,0,0,549.0625
1992,"tennessee",0,0,0,1,0,0,549.0625
1996,"tennessee",0,0,0,0,1,1,549.0625
1998,"tennessee",0,0,0,1,1,1,549.0625
1999,"tennessee",0,0,0,0,1,1,549.0625
1998,"tennessee",0,0,0,1,0,1,549.0625
1993,"tennessee",0,0,0,0,0,0,549.0625
1994,"tennessee",0,0,0,1,0,0,549.0625
2001,"tennessee",1,0,0,1,1,1,549.0625
1992,"tennessee",0,0,19000,1,0,0,549.0625
1998,"tennessee",0,1,0,1,1,1,549.0625
2004,"tennessee",0,0,0,1,0,1,549.0625
1999,"tennessee",0,0,0,1,0,1,549.0625
2005,"tennessee",0,0,0,1,1,1,549.0625
1995,"tennessee",0,0,0,1,0,0,549.0625
1995,"tennessee",0,0,0,1,0,0,549.0625
2003,"tennessee",0,0,0,1,1,1,549.0625
1998,"tennessee",0,0,0,1,1,1,549.0625
2005,"tennessee",0,1,948,0,0,1,549.0625
1998,"tennessee",0,1,2400,1,1,1,549.0625
1998,"tennessee",0,0,0,1,0,1,549.0625
1993,"tennessee",0,0,0,1,1,0,549.0625
1991,"tennessee",0,0,0,0,0,0,549.0625
1992,"tennessee",0,0,0,1,0,0,549.0625
2005,"tennessee",0,0,0,0,0,1,549.0625
2002,"tennessee",1,0,0,0,1,1,549.0625
1999,"tennessee",0,0,0,1,0,1,549.0625
1993,"tennessee",0,0,1700,1,0,0,549.0625
1994,"tennessee",0,0,0,1,1,0,549.0625
2001,"tennessee",0,0,0,1,1,1,549.0625
1993,"tennessee",0,0,0,1,0,0,549.0625
1994,"tennessee",0,0,0,0,1,0,549.0625
1993,"tennessee",0,0,0,1,1,0,549.0625
2004,"tennessee",0,0,0,1,0,1,549.0625
1996,"tennessee",0,0,0,1,0,1,549.0625
2003,"tennessee",0,1,18000,1,0,1,549.0625
1992,"tennessee",0,0,0,1,0,0,549.0625
1994,"tennessee",0,0,0,0,1,0,549.0625
2002,"tennessee",0,0,0,1,0,1,549.0625
2002,"tennessee",0,0,0,1,1,1,549.0625
1995,"tennessee",0,0,0,1,1,0,549.0625
2004,"tennessee",0,0,0,1,0,1,549.0625
1993,"tennessee",0,0,0,0,0,0,549.0625
2001,"tennessee",0,0,0,1,0,1,549.0625
2002,"tennessee",0,0,0,1,0,1,549.0625
1999,"tennessee",0,0,0,1,0,1,549.0625
2003,"tennessee",0,0,0,1,1,1,549.0625
1997,"tennessee",0,0,0,0,1,1,549.0625
1996,"tennessee",0,0,0,1,0,1,549.0625
1994,"tennessee",0,0,0,1,0,0,549.0625
1995,"tennessee",0,0,0,0,1,0,549.0625
1997,"tennessee",0,0,0,1,0,1,549.0625
1994,"tennessee",0,1,23000,1,0,0,549.0625
1994,"tennessee",0,0,0,1,0,0,549.0625
2000,"tennessee",0,0,0,1,1,1,549.0625
2003,"tennessee",0,0,0,0,1,1,549.0625
2005,"tennessee",0,1,300,1,0,1,549.0625
2000,"tennessee",0,1,15600,1,1,1,549.0625
1993,"tennessee",0,0,0,0,0,0,549.0625
1994,"tennessee",0,0,0,1,1,0,549.0625
1998,"tennessee",0,0,0,0,1,1,549.0625
2004,"tennessee",0,1,0,1,0,1,549.0625
1999,"tennessee",0,0,0,1,1,1,549.0625
2002,"tennessee",0,0,0,1,0,1,549.0625
2005,"tennessee",0,0,0,1,0,1,549.0625
2005,"tennessee",0,0,7800,1,0,1,549.0625
1999,"tennessee",0,0,0,1,1,1,549.0625
2004,"tennessee",0,1,9000,1,0,1,549.0625
2002,"tennessee",0,1,27000,1,0,1,549.0625
1999,"tennessee",0,0,0,1,1,1,549.0625
1994,"tennessee",0,0,0,1,0,0,549.0625
2003,"tennessee",0,0,0,1,0,1,549.0625
2005,"tennessee",0,0,0,1,1,1,549.0625
2000,"tennessee",0,0,0,1,1,1,549.0625
1992,"tennessee",0,0,0,1,1,0,549.0625
2001,"tennessee",0,0,0,1,1,1,549.0625
1996,"tennessee",0,1,25500,1,0,1,549.0625
1993,"tennessee",0,0,0,1,1,0,549.0625
2001,"tennessee",1,0,0,1,1,1,549.0625
1998,"tennessee",0,0,0,1,0,1,549.0625
1992,"tennessee",0,0,0,0,0,0,549.0625
2002,"tennessee",0,0,0,1,0,1,549.0625
1995,"tennessee",0,0,0,1,0,0,549.0625
2005,"tennessee",0,1,1800,0,0,1,549.0625
2002,"tennessee",0,0,0,1,0,1,549.0625
1997,"tennessee",0,1,26000,1,0,1,549.0625
1992,"tennessee",0,0,0,0,1,0,549.0625
1995,"tennessee",0,0,0,0,0,0,549.0625
2000,"tennessee",0,0,0,1,0,1,549.0625
1993,"tennessee",0,0,0,1,1,0,549.0625
1992,"tennessee",0,0,0,0,0,0,549.0625
1999,"tennessee",0,1,14000,1,0,1,549.0625
1996,"tennessee",0,0,0,1,0,1,549.0625
1995,"tennessee",0,0,0,1,1,0,549.0625
2001,"tennessee",0,0,0,1,0,1,549.0625
2005,"tennessee",0,0,0,0,0,1,549.0625
1992,"tennessee",0,0,0,1,0,0,549.0625
1995,"tennessee",0,1,25000,1,0,0,549.0625
2000,"tennessee",0,1,12480,1,0,1,549.0625
2001,"tennessee",0,1,20000,1,0,1,549.0625
2001,"tennessee",0,1,25000,0,0,1,549.0625
1995,"tennessee",0,0,0,1,1,0,549.0625
1993,"tennessee",0,1,0,1,0,0,549.0625
1993,"tennessee",0,0,0,1,0,0,549.0625
2002,"tennessee",0,1,11128,1,0,1,549.0625
1997,"tennessee",0,0,0,1,0,1,549.0625
2002,"tennessee",0,0,0,1,1,1,549.0625
2003,"tennessee",0,0,0,1,0,1,549.0625
2004,"tennessee",0,0,0,1,1,1,549.0625
1997,"tennessee",0,0,0,1,0,1,549.0625
2004,"tennessee",0,0,0,1,0,1,549.0625
2003,"tennessee",0,0,0,0,1,1,549.0625
1999,"tennessee",0,0,0,1,0,1,549.0625
1994,"tennessee",0,0,0,1,0,0,549.0625
1992,"tennessee",0,0,0,1,1,0,549.0625
1999,"tennessee",0,0,0,1,0,1,549.0625
1992,"tennessee",0,0,0,0,0,0,549.0625
1999,"tennessee",0,0,0,1,0,1,549.0625
1992,"tennessee",0,0,0,1,0,0,549.0625
1992,"tennessee",0,0,0,1,1,0,549.0625
1992,"tennessee",0,0,0,1,1,0,549.0625
1995,"tennessee",0,0,0,1,1,0,549.0625
1991,"tennessee",0,0,0,0,1,0,549.0625
2003,"tennessee",0,0,0,1,1,1,549.0625
1993,"tennessee",0,0,0,0,1,0,549.0625
1993,"tennessee",0,0,0,0,1,0,549.0625
1993,"tennessee",0,0,0,1,1,0,549.0625
2000,"tennessee",0,0,3000,1,0,1,549.0625
1996,"tennessee",0,0,0,1,1,1,549.0625
1993,"tennessee",0,0,0,1,0,0,549.0625
1993,"tennessee",0,0,0,1,1,0,549.0625
1994,"tennessee",0,1,8000,1,1,0,549.0625
1992,"tennessee",0,0,0,1,1,0,549.0625
2005,"tennessee",0,1,5000,0,0,1,549.0625
1997,"tennessee",0,0,0,1,0,1,549.0625
1994,"tennessee",0,0,0,1,0,0,549.0625
2000,"tennessee",0,0,0,1,0,1,549.0625
1995,"tennessee",0,0,0,0,1,0,549.0625
1994,"tennessee",0,0,0,1,1,0,549.0625
1998,"tennessee",0,0,0,1,1,1,549.0625
1991,"tennessee",0,0,0,0,0,0,549.0625
1997,"tennessee",0,0,0,0,0,1,549.0625
1996,"tennessee",0,0,0,1,0,1,549.0625
2002,"tennessee",0,1,16000,0,0,1,549.0625
1999,"tennessee",0,0,0,1,1,1,549.0625
1992,"tennessee",0,0,0,1,0,0,549.0625
1993,"tennessee",0,0,0,1,1,0,549.0625
2003,"tennessee",0,0,0,0,1,1,549.0625
1998,"tennessee",0,0,0,1,1,1,549.0625
2005,"tennessee",0,0,0,1,1,1,549.0625
1992,"tennessee",0,0,0,1,1,0,549.0625
1992,"tennessee",0,0,0,1,0,0,549.0625
1997,"tennessee",0,0,0,1,1,1,549.0625
1993,"tennessee",0,0,0,1,1,0,549.0625
1993,"tennessee",0,1,9100,1,0,0,549.0625
1993,"tennessee",0,0,0,0,1,0,549.0625
1994,"tennessee",0,0,0,1,0,0,549.0625
1998,"tennessee",0,0,0,1,1,1,549.0625
1992,"tennessee",0,0,0,1,0,0,549.0625
1999,"tennessee",0,0,0,1,1,1,549.0625
1994,"tennessee",0,0,0,1,0,0,549.0625
2002,"tennessee",0,0,0,1,0,1,549.0625
1997,"tennessee",0,0,0,1,1,1,549.0625
1992,"tennessee",0,0,0,0,0,0,549.0625
2004,"tennessee",0,1,12000,1,0,1,549.0625
2001,"tennessee",0,0,0,1,0,1,549.0625
1993,"texas",0,0,0,1,1,0,195.4375
1993,"texas",0,0,0,1,0,0,195.4375
1995,"texas",0,0,0,1,1,0,195.4375
2001,"texas",0,0,0,1,1,1,195.4375
1992,"texas",0,0,0,1,0,0,195.4375
1996,"texas",0,0,0,1,0,1,195.4375
1993,"texas",0,0,0,1,1,0,195.4375
1998,"texas",0,1,9880,1,1,1,195.4375
1997,"texas",0,1,5000,1,1,1,195.4375
1992,"texas",0,1,8000,1,1,0,195.4375
1992,"texas",0,0,0,1,1,0,195.4375
2001,"texas",0,0,0,1,1,1,195.4375
2004,"texas",0,1,6500,1,1,1,195.4375
1998,"texas",0,0,0,1,0,1,195.4375
2001,"texas",0,1,6500,1,1,1,195.4375
1992,"texas",0,1,5000,1,0,0,195.4375
1997,"texas",0,0,0,1,1,1,195.4375
2001,"texas",0,0,0,1,0,1,195.4375
1993,"texas",0,1,8750,1,0,0,195.4375
1994,"texas",0,0,0,0,0,0,195.4375
2003,"texas",0,0,0,1,1,1,195.4375
2002,"texas",0,0,8000,1,0,1,195.4375
2001,"texas",0,0,0,1,1,1,195.4375
1994,"texas",0,0,0,1,1,0,195.4375
1993,"texas",0,0,0,1,0,0,195.4375
1993,"texas",0,0,0,0,0,0,195.4375
2004,"texas",0,0,0,1,1,1,195.4375
1995,"texas",1,1,1866,1,1,0,195.4375
1995,"texas",0,1,7500,1,0,0,195.4375
2002,"texas",0,0,0,1,0,1,195.4375
1990,"texas",0,1,10000,1,0,0,195.4375
2003,"texas",0,1,23000,1,1,1,195.4375
1991,"texas",0,1,2205,1,0,0,195.4375
2002,"texas",0,1,9600,1,1,1,195.4375
1990,"texas",0,0,0,1,0,0,195.4375
1993,"texas",0,0,0,1,0,0,195.4375
1997,"texas",0,0,0,1,0,1,195.4375
1992,"texas",0,0,0,1,0,0,195.4375
1993,"texas",0,0,0,1,1,0,195.4375
1998,"texas",0,1,15000,1,0,1,195.4375
2004,"texas",0,1,8000,1,0,1,195.4375
2000,"texas",0,1,15000,1,1,1,195.4375
1991,"texas",0,0,0,1,0,0,195.4375
2004,"texas",0,1,17000,1,0,1,195.4375
1995,"texas",0,0,0,1,0,0,195.4375
2000,"texas",0,0,0,1,1,1,195.4375
1998,"texas",0,0,0,0,1,1,195.4375
2000,"texas",0,0,0,1,0,1,195.4375
1992,"texas",0,0,0,1,1,0,195.4375
1993,"texas",0,0,0,1,1,0,195.4375
1992,"texas",0,0,0,1,1,0,195.4375
2004,"texas",0,0,0,1,1,1,195.4375
1993,"texas",0,0,0,1,1,0,195.4375
1996,"texas",0,1,6760,1,1,1,195.4375
2002,"texas",0,1,20280,1,0,1,195.4375
1993,"texas",0,0,0,1,1,0,195.4375
2002,"texas",0,0,0,0,0,1,195.4375
2001,"texas",0,1,0,1,1,1,195.4375
1994,"texas",0,0,0,1,0,0,195.4375
2001,"texas",0,0,0,1,0,1,195.4375
1998,"texas",0,1,24000,1,0,1,195.4375
2005,"texas",0,0,0,1,1,1,195.4375
2003,"texas",0,0,0,1,1,1,195.4375
1996,"texas",0,1,0,1,1,1,195.4375
1992,"texas",0,0,0,1,1,0,195.4375
2001,"texas",0,0,0,1,0,1,195.4375
1990,"texas",0,0,900,1,0,0,195.4375
2000,"texas",0,1,8970,1,1,1,195.4375
2000,"texas",0,1,18200,1,0,1,195.4375
2004,"texas",0,1,10400,1,0,1,195.4375
1992,"texas",0,0,0,1,1,0,195.4375
1995,"texas",0,0,0,1,1,0,195.4375
2002,"texas",0,1,11000,1,0,1,195.4375
1995,"texas",0,1,6000,1,0,0,195.4375
1992,"texas",0,0,0,1,1,0,195.4375
1994,"texas",0,1,0,1,0,0,195.4375
2004,"texas",0,0,0,1,0,1,195.4375
1995,"texas",0,0,0,1,0,0,195.4375
1997,"texas",0,1,36000,1,0,1,195.4375
1992,"texas",0,0,0,1,0,0,195.4375
1994,"texas",0,1,23000,1,0,0,195.4375
2000,"texas",0,1,19000,1,0,1,195.4375
1992,"texas",0,0,0,1,1,0,195.4375
1992,"texas",0,0,0,1,1,0,195.4375
2002,"texas",0,0,0,1,0,1,195.4375
2002,"texas",0,0,6000,1,1,1,195.4375
1990,"texas",0,1,9000,1,0,0,195.4375
2001,"texas",0,0,0,1,1,1,195.4375
1998,"texas",0,1,14000,1,0,1,195.4375
2003,"texas",0,0,0,1,1,1,195.4375
1991,"texas",0,0,8800,1,1,0,195.4375
1995,"texas",0,1,7445,1,0,0,195.4375
1996,"texas",0,0,0,1,1,1,195.4375
1998,"texas",0,1,12000,1,0,1,195.4375
2000,"texas",0,0,0,1,1,1,195.4375
2000,"texas",0,1,15300,1,0,1,195.4375
2001,"texas",0,1,6000,1,1,1,195.4375
2003,"texas",0,0,0,1,1,1,195.4375
2001,"texas",0,0,21000,1,0,1,195.4375
1997,"texas",0,0,0,1,0,1,195.4375
1996,"texas",0,1,5061,1,1,1,195.4375
1993,"texas",0,0,0,0,0,0,195.4375
1998,"texas",0,0,0,1,1,1,195.4375
2001,"texas",0,0,0,1,1,1,195.4375
1993,"texas",0,0,1404,1,0,0,195.4375
2000,"texas",0,0,0,0,0,1,195.4375
1994,"texas",0,1,7000,1,1,0,195.4375
1991,"texas",0,0,0,1,0,0,195.4375
2001,"texas",0,1,18000,1,0,1,195.4375
1994,"texas",0,1,12000,1,0,0,195.4375
2004,"texas",0,1,20800,1,0,1,195.4375
1994,"texas",0,0,0,1,1,0,195.4375
2001,"texas",0,0,0,0,1,1,195.4375
1994,"texas",0,0,0,1,1,0,195.4375
2005,"texas",0,0,0,1,1,1,195.4375
1994,"texas",0,1,12220,1,0,0,195.4375
2004,"texas",0,0,0,1,1,1,195.4375
1999,"texas",0,0,0,1,1,1,195.4375
2002,"texas",0,0,0,1,1,1,195.4375
2001,"texas",0,1,0,1,1,1,195.4375
2004,"texas",0,0,0,1,1,1,195.4375
1999,"texas",0,0,0,1,0,1,195.4375
1992,"texas",0,0,0,1,1,0,195.4375
1993,"texas",0,1,12000,1,1,0,195.4375
2004,"texas",0,0,0,1,1,1,195.4375
1998,"texas",0,0,0,1,0,1,195.4375
2001,"texas",0,1,7800,1,1,1,195.4375
2003,"texas",0,0,0,1,1,1,195.4375
2002,"texas",0,0,0,1,1,1,195.4375
2000,"texas",0,0,0,0,1,1,195.4375
1998,"texas",0,0,0,1,1,1,195.4375
1992,"texas",0,1,10000,1,0,0,195.4375
1995,"texas",0,1,13000,1,0,0,195.4375
1992,"texas",0,1,24000,1,0,0,195.4375
2004,"texas",0,0,0,1,1,1,195.4375
2001,"texas",0,0,0,0,0,1,195.4375
1992,"texas",0,1,0,1,0,0,195.4375
2004,"texas",0,1,5016,1,1,1,195.4375
1997,"texas",0,1,6344,1,1,1,195.4375
1992,"texas",0,0,0,1,0,0,195.4375
1994,"texas",0,0,0,0,0,0,195.4375
2002,"texas",0,0,0,0,0,1,195.4375
1995,"texas",0,0,0,1,0,0,195.4375
1992,"texas",0,1,9325,1,0,0,195.4375
1993,"texas",0,0,300,1,1,0,195.4375
2001,"texas",0,1,15000,1,0,1,195.4375
1998,"texas",0,0,0,1,1,1,195.4375
2001,"texas",0,0,348,1,0,1,195.4375
1992,"texas",0,0,3927,1,0,0,195.4375
1995,"texas",0,0,0,1,1,0,195.4375
1992,"texas",0,0,0,1,0,0,195.4375
1997,"texas",0,1,9666,1,0,1,195.4375
1996,"texas",0,0,0,1,0,1,195.4375
2001,"texas",0,0,0,1,1,1,195.4375
2000,"texas",0,0,0,1,1,1,195.4375
1993,"texas",0,1,7800,1,0,0,195.4375
1994,"texas",0,1,5000,1,1,0,195.4375
2004,"texas",0,0,0,1,1,1,195.4375
1996,"texas",0,1,47700,1,0,1,195.4375
1993,"texas",0,0,0,1,1,0,195.4375
1994,"texas",0,0,0,1,1,0,195.4375
1992,"texas",0,0,0,0,0,0,195.4375
2001,"texas",0,0,0,1,0,1,195.4375
2001,"texas",0,1,7500,1,0,1,195.4375
1998,"texas",0,0,0,1,1,1,195.4375
2001,"texas",0,0,0,1,0,1,195.4375
2004,"texas",0,0,0,1,1,1,195.4375
2001,"texas",0,0,0,1,0,1,195.4375
2001,"texas",0,0,9000,1,0,1,195.4375
2002,"texas",0,0,0,1,0,1,195.4375
2000,"texas",0,1,14400,1,0,1,195.4375
1991,"texas",0,1,14500,1,0,0,195.4375
2004,"texas",0,1,8000,1,0,1,195.4375
1991,"texas",0,0,0,1,1,0,195.4375
1996,"texas",0,1,15000,1,0,1,195.4375
1993,"texas",0,0,0,1,1,0,195.4375
1998,"texas",0,0,0,1,0,1,195.4375
1996,"texas",0,1,14960,1,0,1,195.4375
1999,"texas",0,0,0,1,1,1,195.4375
2004,"texas",0,0,0,1,0,1,195.4375
2004,"texas",0,0,9000,1,0,1,195.4375
2004,"texas",0,0,0,1,1,1,195.4375
2005,"texas",0,1,21600,1,0,1,195.4375
2004,"texas",0,0,0,1,0,1,195.4375
2001,"texas",0,1,0,1,0,1,195.4375
1997,"texas",0,0,0,1,1,1,195.4375
1992,"texas",0,0,0,1,1,0,195.4375
1996,"texas",0,1,11440,1,0,1,195.4375
1998,"texas",0,0,0,1,1,1,195.4375
2001,"texas",0,0,0,1,0,1,195.4375
1997,"texas",0,0,0,1,1,1,195.4375
2003,"texas",0,0,0,1,0,1,195.4375
2004,"texas",0,0,0,1,0,1,195.4375
2001,"texas",0,0,0,1,1,1,195.4375
2001,"texas",0,0,0,1,1,1,195.4375
1997,"texas",0,0,0,1,0,1,195.4375
1997,"texas",0,0,0,1,0,1,195.4375
2003,"texas",0,1,19000,1,1,1,195.4375
1996,"texas",0,0,0,1,1,1,195.4375
1992,"texas",0,0,0,1,1,0,195.4375
1992,"texas",0,1,13000,1,0,0,195.4375
2005,"texas",0,0,0,1,1,1,195.4375
1992,"texas",0,0,0,1,0,0,195.4375
2000,"texas",0,0,0,1,0,1,195.4375
2004,"texas",0,0,0,1,0,1,195.4375
1998,"texas",0,0,0,1,1,1,195.4375
1996,"texas",0,1,33000,1,0,1,195.4375
1998,"texas",0,0,0,1,1,1,195.4375
1994,"texas",0,1,0,1,0,0,195.4375
2001,"texas",0,1,26000,1,0,1,195.4375
2001,"texas",0,1,20000,1,0,1,195.4375
2003,"texas",0,0,0,1,0,1,195.4375
2002,"texas",0,0,0,1,1,1,195.4375
2003,"texas",0,1,11000,1,0,1,195.4375
2000,"texas",0,0,0,1,0,1,195.4375
1995,"texas",0,0,0,1,1,0,195.4375
2000,"texas",0,0,0,1,0,1,195.4375
1999,"texas",0,0,0,1,1,1,195.4375
1997,"texas",0,0,0,1,1,1,195.4375
1998,"texas",0,1,5100,1,0,1,195.4375
1993,"texas",0,0,0,1,1,0,195.4375
1993,"texas",0,1,0,1,0,0,195.4375
2004,"texas",0,0,0,1,1,1,195.4375
1994,"texas",0,0,11000,1,0,0,195.4375
1995,"texas",0,1,8448,1,1,0,195.4375
2003,"texas",0,0,0,1,1,1,195.4375
2002,"texas",0,1,24000,1,0,1,195.4375
1992,"texas",0,1,5200,1,0,0,195.4375
2003,"texas",0,0,0,1,1,1,195.4375
2003,"texas",0,0,4680,1,1,1,195.4375
2005,"texas",0,0,0,1,1,1,195.4375
1997,"texas",0,1,7200,1,0,1,195.4375
2002,"texas",0,0,0,1,0,1,195.4375
2001,"texas",0,0,0,1,0,1,195.4375
2003,"texas",0,1,0,1,1,1,195.4375
2000,"texas",0,1,13000,1,0,1,195.4375
2004,"texas",0,0,0,1,1,1,195.4375
2000,"texas",0,1,7200,1,1,1,195.4375
1995,"texas",0,1,2130,1,0,0,195.4375
2000,"texas",0,0,0,1,1,1,195.4375
2003,"texas",0,1,8000,1,0,1,195.4375
2000,"texas",0,1,6000,1,0,1,195.4375
1997,"texas",0,0,0,1,0,1,195.4375
2005,"texas",0,0,10000,1,0,1,195.4375
1997,"texas",0,1,0,1,0,1,195.4375
2003,"texas",0,0,0,1,1,1,195.4375
1996,"texas",0,0,0,1,1,1,195.4375
2000,"texas",0,1,16000,1,0,1,195.4375
1992,"texas",0,1,2600,1,0,0,195.4375
2000,"texas",0,1,0,0,0,1,195.4375
1995,"texas",0,1,160,1,1,0,195.4375
1992,"texas",0,1,7500,1,1,0,195.4375
1992,"texas",0,1,11000,1,0,0,195.4375
2001,"texas",0,0,0,1,1,1,195.4375
1995,"texas",0,0,0,1,1,0,195.4375
2003,"texas",0,1,14000,1,1,1,195.4375
1992,"texas",0,0,0,0,0,0,195.4375
1995,"texas",0,1,21000,1,0,0,195.4375
2005,"texas",0,1,62000,1,0,1,195.4375
1994,"texas",0,1,0,1,1,0,195.4375
1998,"texas",0,0,0,1,1,1,195.4375
2004,"texas",0,1,21060,1,0,1,195.4375
1996,"texas",0,0,0,1,1,1,195.4375
2003,"texas",0,0,0,1,1,1,195.4375
1992,"texas",0,0,0,1,1,0,195.4375
2005,"texas",0,0,0,1,1,1,195.4375
1997,"texas",0,1,35000,1,0,1,195.4375
2001,"texas",0,1,22000,1,0,1,195.4375
2003,"texas",0,1,0,1,0,1,195.4375
2004,"texas",0,0,0,1,1,1,195.4375
2001,"texas",0,0,0,1,0,1,195.4375
2004,"texas",0,0,0,1,1,1,195.4375
1992,"texas",0,0,0,1,0,0,195.4375
1992,"texas",0,0,0,1,1,0,195.4375
2005,"texas",0,0,0,1,0,1,195.4375
2001,"texas",0,1,4728,1,1,1,195.4375
1995,"texas",0,1,10000,1,0,0,195.4375
1992,"texas",1,1,1560,1,1,0,195.4375
1995,"texas",0,1,4800,1,1,0,195.4375
1991,"texas",0,1,22700,1,0,0,195.4375
2001,"texas",0,1,27000,1,1,1,195.4375
2002,"texas",0,0,0,1,1,1,195.4375
1991,"texas",0,0,0,1,1,0,195.4375
1997,"texas",0,0,0,1,1,1,195.4375
2003,"texas",0,0,0,1,0,1,195.4375
1994,"texas",0,0,0,1,1,0,195.4375
1994,"texas",0,0,0,1,0,0,195.4375
2005,"texas",0,0,15000,1,0,1,195.4375
1993,"texas",0,0,0,1,1,0,195.4375
2004,"texas",0,0,0,1,1,1,195.4375
2003,"texas",0,0,0,1,0,1,195.4375
1992,"texas",0,0,0,1,1,0,195.4375
2002,"texas",0,1,0,1,0,1,195.4375
2004,"texas",0,0,0,1,1,1,195.4375
2003,"texas",0,0,0,1,0,1,195.4375
1994,"texas",0,0,0,1,0,0,195.4375
2001,"texas",0,0,38000,0,1,1,195.4375
2003,"texas",0,0,0,1,1,1,195.4375
2000,"texas",0,0,0,1,0,1,195.4375
1994,"texas",0,0,0,1,1,0,195.4375
2004,"texas",0,0,16000,1,0,1,195.4375
1999,"texas",0,0,0,1,1,1,195.4375
1999,"texas",0,0,0,1,1,1,195.4375
2001,"texas",0,0,0,1,1,1,195.4375
1995,"texas",0,1,15000,1,0,0,195.4375
1997,"texas",0,0,0,1,0,1,195.4375
2000,"texas",0,0,0,1,1,1,195.4375
1994,"texas",0,0,0,0,1,0,195.4375
1992,"texas",0,0,0,1,1,0,195.4375
2000,"texas",0,0,0,1,1,1,195.4375
2000,"texas",0,1,18000,1,0,1,195.4375
1998,"texas",0,0,0,1,1,1,195.4375
2001,"texas",0,1,14560,1,0,1,195.4375
1992,"texas",1,1,2500,1,1,0,195.4375
1998,"texas",0,0,0,1,0,1,195.4375
1995,"texas",0,0,0,1,0,0,195.4375
1992,"texas",0,0,0,1,1,0,195.4375
1995,"texas",0,1,20400,1,0,0,195.4375
1996,"texas",0,0,0,1,1,1,195.4375
1998,"texas",0,1,20000,1,0,1,195.4375
1999,"texas",0,0,0,1,1,1,195.4375
2001,"texas",0,0,0,1,1,1,195.4375
1994,"texas",0,0,0,1,0,0,195.4375
2002,"texas",0,0,0,1,0,1,195.4375
1996,"texas",0,1,9360,1,0,1,195.4375
1998,"texas",0,0,0,1,1,1,195.4375
2003,"texas",0,0,0,1,0,1,195.4375
1999,"texas",0,1,9000,1,0,1,195.4375
1997,"texas",0,0,0,1,1,1,195.4375
1994,"texas",0,1,0,1,0,0,195.4375
1998,"texas",0,0,0,1,1,1,195.4375
1993,"texas",0,1,2500,0,0,0,195.4375
2005,"texas",0,1,36000,1,0,1,195.4375
1993,"texas",0,0,0,1,0,0,195.4375
2001,"texas",0,0,13000,1,0,1,195.4375
1992,"texas",0,0,0,1,1,0,195.4375
1990,"texas",0,0,0,0,0,0,195.4375
1990,"texas",0,1,8700,1,0,0,195.4375
2000,"texas",0,0,0,0,1,1,195.4375
2002,"texas",0,0,0,1,0,1,195.4375
1998,"texas",0,1,6780,1,0,1,195.4375
2004,"texas",0,0,0,1,1,1,195.4375
1996,"texas",0,0,7000,1,0,1,195.4375
1998,"texas",0,0,0,1,1,1,195.4375
2001,"texas",0,1,11000,1,0,1,195.4375
1992,"texas",0,0,0,1,1,0,195.4375
1994,"texas",0,0,0,1,1,0,195.4375
2001,"texas",0,1,22000,1,1,1,195.4375
2003,"texas",0,1,16640,1,1,1,195.4375
1995,"texas",0,1,0,1,0,0,195.4375
2002,"texas",0,0,0,1,1,1,195.4375
1996,"texas",0,0,0,1,0,1,195.4375
2004,"texas",0,0,0,1,0,1,195.4375
2003,"texas",0,0,0,0,1,1,195.4375
2003,"texas",0,1,20000,1,0,1,195.4375
2004,"texas",0,0,0,1,1,1,195.4375
1995,"texas",0,1,14040,1,0,0,195.4375
2004,"texas",0,0,0,1,1,1,195.4375
1999,"texas",0,0,0,1,1,1,195.4375
2002,"texas",0,0,0,1,0,1,195.4375
1994,"texas",0,0,0,1,0,0,195.4375
1994,"texas",0,1,0,1,1,0,195.4375
1994,"texas",0,1,0,1,0,0,195.4375
1992,"texas",0,0,0,1,0,0,195.4375
1997,"texas",0,0,0,1,0,1,195.4375
2004,"texas",0,0,0,1,1,1,195.4375
1994,"texas",0,1,18000,1,0,0,195.4375
1993,"texas",0,0,0,0,0,0,195.4375
1993,"texas",0,0,0,1,0,0,195.4375
2004,"texas",0,1,16000,1,0,1,195.4375
2002,"texas",0,1,20000,1,0,1,195.4375
2004,"texas",0,1,20000,1,0,1,195.4375
1997,"texas",0,1,9360,1,0,1,195.4375
1990,"texas",0,0,6370,1,0,0,195.4375
2001,"texas",0,0,0,1,1,1,195.4375
1990,"texas",0,0,0,1,0,0,195.4375
2000,"texas",0,1,10000,1,1,1,195.4375
1992,"texas",1,0,0,1,1,0,195.4375
1997,"texas",0,0,0,1,1,1,195.4375
2002,"texas",0,1,0,1,0,1,195.4375
2004,"texas",0,0,0,1,1,1,195.4375
1997,"texas",0,1,5220,1,0,1,195.4375
1998,"texas",0,0,0,1,0,1,195.4375
2004,"texas",0,0,0,1,1,1,195.4375
2002,"texas",0,0,0,1,0,1,195.4375
2000,"texas",0,0,0,1,1,1,195.4375
2001,"texas",0,0,0,1,0,1,195.4375
1993,"texas",0,0,0,1,1,0,195.4375
2005,"texas",0,0,0,1,0,1,195.4375
2004,"texas",0,0,0,1,1,1,195.4375
2000,"texas",0,1,18040,1,0,1,195.4375
2000,"texas",0,0,0,1,0,1,195.4375
1995,"texas",0,0,0,0,1,0,195.4375
2002,"texas",0,0,0,1,1,1,195.4375
